dataset,variant,ir,seed,classifier,auprc,auroc,f1,balanced_acc
S4,GMR-ModelAgnostic,5,42,RF,0.9860590353139312,0.997125,0.9135802469135802,0.9525
S4,GMR-ModelAgnostic,5,42,LR,0.5015518770820937,0.504125,0.26573426573426573,0.5275
S4,GMR-ModelAgnostic,5,42,DT,0.8472560975609756,0.9525,0.9135802469135802,0.9525
S4,GMR-ModelAgnostic,5,42,XGB,0.9834574402562207,0.9964375,0.9024390243902439,0.95
S4,GMR-ModelAgnostic,5,0,KNN,0.9165599842579308,0.9691875,0.9135802469135802,0.9525
S4,GMR-ModelAgnostic,5,0,RF,0.9273862253212946,0.9778125,0.9113924050632911,0.9425
S4,GMR-ModelAgnostic,5,0,LR,0.4022513496263629,0.472125,0.22950819672131148,0.505
S4,GMR-ModelAgnostic,5,0,DT,0.6931910569105691,0.8925,0.8148148148148148,0.8925
S4,GMR-ModelAgnostic,5,0,XGB,0.9609366464360848,0.9930625,0.9135802469135802,0.9525
S4,GMR-ModelAgnostic,5,1,KNN,0.8855252225312247,0.98675,0.9069767441860465,0.97
S4,GMR-ModelAgnostic,5,1,RF,0.914391701872082,0.98825,0.9285714285714286,0.975
S4,GMR-ModelAgnostic,5,1,LR,0.5100058190382881,0.5485,0.2900763358778626,0.5575
S4,GMR-ModelAgnostic,5,1,DT,0.806910569105691,0.9374999999999999,0.8888888888888888,0.9375
S4,GMR-ModelAgnostic,5,1,XGB,0.9546995863884716,0.9919375,0.9176470588235294,0.9724999999999999
S4,GMR-ModelAgnostic,5,2,KNN,0.9069848855824466,0.9579374999999999,0.9135802469135802,0.9525
S4,GMR-ModelAgnostic,5,2,RF,0.9331254185135398,0.9661875,0.9024390243902439,0.95
S4,GMR-ModelAgnostic,5,2,LR,0.5393294156646109,0.55825,0.29411764705882354,0.56
S4,GMR-ModelAgnostic,5,2,DT,0.8060897435897436,0.9275,0.8860759493670886,0.9275
S4,GMR-ModelAgnostic,5,2,XGB,0.9188513862986775,0.9785625,0.8780487804878049,0.935
S4,GMR-ModelAgnostic,5,3,KNN,0.8286429634010279,0.9401875,0.8571428571428571,0.9025
S4,GMR-ModelAgnostic,5,3,RF,0.8954515110150769,0.95125,0.8717948717948718,0.915
S4,GMR-ModelAgnostic,5,3,LR,0.5909385079978667,0.668375,0.37037037037037035,0.6375
S4,GMR-ModelAgnostic,5,3,DT,0.7660256410256411,0.9125,0.8607594936708861,0.9125
S4,GMR-ModelAgnostic,5,3,XGB,0.927920872719687,0.982,0.8831168831168831,0.9175
S4,GMR-ModelAgnostic,10,42,KNN,0.8445412774360144,0.9498540450375313,0.85,0.8840700583819849
S4,GMR-ModelAgnostic,10,42,RF,0.8165973607949311,0.9441201000834029,0.8695652173913043,0.945371142618849
S4,GMR-ModelAgnostic,10,42,LR,0.4094855244719234,0.5464970809007506,0.1694915254237288,0.5300250208507089
S4,GMR-ModelAgnostic,10,42,DT,0.753030303030303,0.9045037531276064,0.8571428571428571,0.9045037531276063
S4,GMR-ModelAgnostic,10,42,XGB,0.8048224554354937,0.9782110091743119,0.7906976744186046,0.8771893244370308
S4,GMR-ModelAgnostic,10,0,KNN,0.874134199134199,0.9512093411175979,0.8888888888888888,0.9476647206005004
S4,GMR-ModelAgnostic,10,0,RF,0.899892631049764,0.9693494578815681,0.9090909090909091,0.9499582985821518
S4,GMR-ModelAgnostic,10,0,LR,0.32280627685836216,0.47831526271893243,0.16071428571428573,0.5187656380316931
S4,GMR-ModelAgnostic,10,0,DT,0.7751456876456877,0.9658048373644704,0.875,0.9658048373644704
S4,GMR-ModelAgnostic,10,0,XGB,0.9582956185228914,0.9937447873227689,0.8888888888888888,0.9476647206005004
S4,GMR-ModelAgnostic,10,1,KNN,0.8648654059779379,0.9480817347789825,0.8205128205128205,0.8613427856547122
S4,GMR-ModelAgnostic,10,1,RF,0.8851835136602143,0.9870725604670558,0.75,0.8340283569641367
S4,GMR-ModelAgnostic,10,1,LR,0.38824543671575673,0.5233527939949958,0.2037037037037037,0.5779816513761468
S4,GMR-ModelAgnostic,10,1,DT,0.6303030303030303,0.8953294412010009,0.782608695652174,0.8953294412010009
S4,GMR-ModelAgnostic,10,1,XGB,0.8594790695747633,0.9850917431192661,0.8095238095238095,0.8794829024186822
S4,GMR-ModelAgnostic,10,2,KNN,0.8043831168831168,0.9246246872393662,0.7027027027027027,0.7908673894912428
S4,GMR-ModelAgnostic,10,2,RF,0.8327599002539193,0.9220183486238532,0.8292682926829268,0.8817764804003336
S4,GMR-ModelAgnostic,10,2,LR,0.2727391091865367,0.4643452877397831,0.18181818181818182,0.5485821517931609
S4,GMR-ModelAgnostic,10,2,DT,0.7122208931419458,0.8817764804003336,0.8292682926829268,0.8817764804003336
S4,GMR-ModelAgnostic,10,2,XGB,0.9228769766328397,0.9896788990825688,0.8,0.8590492076730609
S4,GMR-ModelAgnostic,10,3,KNN,0.8160216293368467,0.9273352793994997,0.8571428571428571,0.9045037531276063
S4,GMR-ModelAgnostic,10,3,RF,0.8693155165555252,0.9675771476230193,0.8,0.8590492076730609
S4,GMR-ModelAgnostic,10,3,LR,0.42877417015521085,0.5218932443703086,0.18018018018018017,0.5460800667222685
S4,GMR-ModelAgnostic,10,3,DT,0.7122208931419458,0.8817764804003336,0.8292682926829268,0.8817764804003336
S4,GMR-ModelAgnostic,10,3,XGB,0.9282830196996753,0.9817556296914095,0.8636363636363636,0.9249374478732277
S4,GMR-ModelAgnostic,20,42,KNN,0.6935966810966812,0.8612544660579595,0.8,0.8614529575228265
S4,GMR-ModelAgnostic,20,42,RF,0.7183384797021162,0.8983723699880906,0.7272727272727273,0.8570861452957523
S4,GMR-ModelAgnostic,20,42,LR,0.3151620927288641,0.5148868598650258,0.10204081632653061,0.5482334259626837
S4,GMR-ModelAgnostic,20,42,DT,0.2109848484848485,0.6730845573640334,0.42105263157894735,0.6730845573640334
S4,GMR-ModelAgnostic,20,42,XGB,0.8318542568542568,0.9867010718539103,0.7272727272727273,0.8570861452957523
S4,GMR-ModelAgnostic,20,0,KNN,0.7769283746556475,0.906510520047638,0.6666666666666666,0.7705438666137356
S4,GMR-ModelAgnostic,20,0,RF,0.8303547415776519,0.9847161572052402,0.7368421052631579,0.815998412068281
S4,GMR-ModelAgnostic,20,0,LR,0.14798595455675703,0.42874156411274306,0.09090909090909091,0.5224295355299722
S4,GMR-ModelAgnostic,20,0,DT,0.5662878787878788,0.7727272727272727,0.7058823529411765,0.7727272727272727
S4,GMR-ModelAgnostic,20,0,XGB,0.9113636363636364,0.9928543072647876,0.7777777777777778,0.8181818181818181
S4,GMR-ModelAgnostic,20,1,KNN,0.7758116883116883,0.9489876935291782,0.6666666666666666,0.7705438666137356
S4,GMR-ModelAgnostic,20,1,RF,0.8080358894318929,0.9882890035728463,0.5882352941176471,0.7250893211591901
S4,GMR-ModelAgnostic,20,1,LR,0.21231704301081505,0.36046050019849146,0.07142857142857142,0.4700277888050814
S4,GMR-ModelAgnostic,20,1,DT,0.4037878787878788,0.7250893211591902,0.5882352941176471,0.7250893211591901
S4,GMR-ModelAgnostic,20,1,XGB,0.8216640430276794,0.9876935291782454,0.6666666666666666,0.7705438666137356
S4,GMR-ModelAgnostic,20,2,KNN,0.7432983682983683,0.9039301310043669,0.6666666666666666,0.7705438666137356
S4,GMR-ModelAgnostic,20,2,RF,0.728828873147055,0.9362842397776896,0.7272727272727273,0.8570861452957523
S4,GMR-ModelAgnostic,20,2,LR,0.3680595702034526,0.5442635966653434,0.10309278350515463,0.5504168320762207
S4,GMR-ModelAgnostic,20,2,DT,0.5116161616161616,0.8138150059547439,0.7,0.813815005954744
S4,GMR-ModelAgnostic,20,2,XGB,0.7949873427146155,0.9660579595077411,0.6666666666666666,0.8116315998412068
S4,GMR-ModelAgnostic,20,3,KNN,0.8076298701298701,0.9507741167129813,0.6666666666666666,0.7705438666137356
S4,GMR-ModelAgnostic,20,3,RF,0.8560185185185186,0.945017864231838,0.8421052631578947,0.8636363636363636
S4,GMR-ModelAgnostic,20,3,LR,0.1284273323279244,0.3672092100039699,0.06593406593406594,0.46824136562127827
S4,GMR-ModelAgnostic,20,3,DT,0.4621212121212121,0.8116315998412067,0.6666666666666666,0.8116315998412068
S4,GMR-ModelAgnostic,20,3,XGB,0.8553971281244008,0.9868995633187773,0.7368421052631579,0.815998412068281
S4,GMR-ModelAgnostic,50,42,KNN,0.24886363636363637,0.6846808510638298,0.3333333333333333,0.6
S4,GMR-ModelAgnostic,50,42,RF,0.43991228070175437,0.7706382978723405,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,42,LR,0.07046334177543997,0.40936170212765965,0.04938271604938271,0.5425531914893618
S4,GMR-ModelAgnostic,50,42,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-ModelAgnostic,50,42,XGB,0.43333333333333335,0.9544680851063829,0.3333333333333333,0.6
S4,GMR-ModelAgnostic,50,0,KNN,0.475,0.7914893617021277,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,0,RF,0.43333333333333335,0.7668085106382978,0.5,0.6978723404255319
S4,GMR-ModelAgnostic,50,0,LR,0.22193878282199592,0.45957446808510644,0.03508771929824561,0.4723404255319149
S4,GMR-ModelAgnostic,50,0,DT,0.2791666666666667,0.6978723404255319,0.5,0.6978723404255319
S4,GMR-ModelAgnostic,50,0,XGB,0.5127777777777778,0.9225531914893618,0.4,0.6936170212765957
S4,GMR-ModelAgnostic,50,1,KNN,0.7333333333333334,0.9914893617021278,0.3333333333333333,0.6
S4,GMR-ModelAgnostic,50,1,RF,0.7297979797979799,0.9902127659574468,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,1,LR,0.29457653457653454,0.6978723404255318,0.0594059405940594,0.602127659574468
S4,GMR-ModelAgnostic,50,1,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-ModelAgnostic,50,1,XGB,0.7595238095238095,0.9948936170212765,0.5,0.6978723404255319
S4,GMR-ModelAgnostic,50,2,KNN,0.41250000000000003,0.6961702127659575,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,2,RF,0.42833333333333334,0.7821276595744682,0.3333333333333333,0.6
S4,GMR-ModelAgnostic,50,2,LR,0.2159972556388357,0.4,0.02631578947368421,0.451063829787234
S4,GMR-ModelAgnostic,50,2,DT,0.08333333333333333,0.5957446808510638,0.25,0.5957446808510638
S4,GMR-ModelAgnostic,50,2,XGB,0.7797979797979797,0.9906382978723405,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,3,KNN,0.6541666666666667,0.8957446808510638,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,3,RF,0.5983716475095786,0.9740425531914894,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,50,3,LR,0.05459043822969731,0.5293617021276595,0.024390243902439025,0.4382978723404255
S4,GMR-ModelAgnostic,50,3,DT,0.2791666666666667,0.6978723404255319,0.5,0.6978723404255319
S4,GMR-ModelAgnostic,50,3,XGB,0.7287878787878788,0.983404255319149,0.5714285714285714,0.7
S4,GMR-Competitive,5,42,KNN,0.9022947772947774,0.9681875,0.9113924050632911,0.9425
S4,GMR-Competitive,5,42,RF,0.9886659840446748,0.997625,0.925,0.9550000000000001
S4,GMR-Competitive,5,42,LR,0.5108905442675682,0.5155000000000001,0.28368794326241137,0.5475
S4,GMR-Competitive,5,42,DT,0.8678571428571428,0.965,0.926829268292683,0.965
S4,GMR-Competitive,5,42,XGB,0.9840112846488532,0.9964375,0.9024390243902439,0.95
S4,GMR-Competitive,5,0,KNN,0.9721883468834689,0.9950625,0.9135802469135802,0.9525
S4,GMR-Competitive,5,0,RF,0.9148806797542703,0.9894375,0.925,0.9550000000000001
S4,GMR-Competitive,5,0,LR,0.41530251700482707,0.481875,0.23140495867768596,0.5075000000000001
S4,GMR-Competitive,5,0,DT,0.7903409090909091,0.9450000000000001,0.8809523809523809,0.9450000000000001
S4,GMR-Competitive,5,0,XGB,0.9660975256995809,0.9934375,0.9113924050632911,0.9425
S4,GMR-Competitive,5,1,KNN,0.8916958041958042,0.987625,0.9090909090909091,0.98
S4,GMR-Competitive,5,1,RF,0.882276200451735,0.9864375,0.9090909090909091,0.98
S4,GMR-Competitive,5,1,LR,0.49736081051784736,0.5575,0.3,0.565
S4,GMR-Competitive,5,1,DT,0.7903409090909091,0.9450000000000001,0.8809523809523809,0.9450000000000001
S4,GMR-Competitive,5,1,XGB,0.9456017034409321,0.9911249999999999,0.896551724137931,0.9675
S4,GMR-Competitive,5,2,KNN,0.9384474706164602,0.9816875,0.9135802469135802,0.9525
S4,GMR-Competitive,5,2,RF,0.9545034497315449,0.9801875,0.891566265060241,0.9475
S4,GMR-Competitive,5,2,LR,0.5427753894060927,0.560375,0.2898550724637681,0.5549999999999999
S4,GMR-Competitive,5,2,DT,0.8273809523809523,0.9500000000000001,0.9024390243902439,0.95
S4,GMR-Competitive,5,2,XGB,0.9311317940109617,0.9815624999999999,0.8674698795180723,0.9325
S4,GMR-Competitive,5,3,KNN,0.8445304448699047,0.9515,0.8571428571428571,0.9025
S4,GMR-Competitive,5,3,RF,0.9131729640791106,0.9611874999999999,0.8717948717948718,0.915
S4,GMR-Competitive,5,3,LR,0.6027706290244262,0.680125,0.36764705882352944,0.635
S4,GMR-Competitive,5,3,DT,0.7677845528455285,0.9225,0.8641975308641975,0.9225
S4,GMR-Competitive,5,3,XGB,0.9331871207236889,0.9774375000000001,0.9113924050632911,0.9425
S4,GMR-Competitive,10,42,KNN,0.8742395762132605,0.9720600500417014,0.8780487804878049,0.9067973311092578
S4,GMR-Competitive,10,42,RF,0.8509810770038043,0.9683069224353629,0.8,0.8590492076730609
S4,GMR-Competitive,10,42,LR,0.44772447722128345,0.597789824854045,0.21311475409836064,0.5959132610508757
S4,GMR-Competitive,10,42,DT,0.6374401913875598,0.8567556296914095,0.7804878048780488,0.8567556296914095
S4,GMR-Competitive,10,42,XGB,0.8373776518613105,0.9796705587989992,0.7619047619047619,0.8544620517097581
S4,GMR-Competitive,10,0,KNN,0.9174242424242424,0.9532944120100083,0.8888888888888888,0.9476647206005004
S4,GMR-Competitive,10,0,RF,0.9544815033451398,0.9743536280233529,0.875,0.9658048373644704
S4,GMR-Competitive,10,0,LR,0.3508351602050308,0.4916597164303586,0.17857142857142858,0.5437864887406172
S4,GMR-Competitive,10,0,DT,0.6688636363636363,0.9180567139282736,0.8085106382978723,0.9180567139282736
S4,GMR-Competitive,10,0,XGB,0.9555287788281338,0.9933277731442869,0.875,0.9658048373644704
S4,GMR-Competitive,10,1,KNN,0.8834887334887336,0.9697664720600501,0.8,0.8590492076730609
S4,GMR-Competitive,10,1,RF,0.8399209522713159,0.9868640533778149,0.8095238095238095,0.8794829024186822
S4,GMR-Competitive,10,1,LR,0.40735571429283424,0.5442035029190992,0.18803418803418803,0.5573394495412844
S4,GMR-Competitive,10,1,DT,0.6569828722002635,0.8976230191826524,0.8,0.8976230191826522
S4,GMR-Competitive,10,1,XGB,0.8599167438238057,0.9830066722268557,0.8444444444444444,0.9226438698915763
S4,GMR-Competitive,10,2,KNN,0.8297796032053903,0.9463094245204338,0.7027027027027027,0.7908673894912428
S4,GMR-Competitive,10,2,RF,0.8624627991078878,0.9644495412844037,0.8095238095238095,0.8794829024186822
S4,GMR-Competitive,10,2,LR,0.28353478228837536,0.4726855713094245,0.1553398058252427,0.5143869891576314
S4,GMR-Competitive,10,2,DT,0.6068181818181819,0.8544620517097582,0.7619047619047619,0.8544620517097581
S4,GMR-Competitive,10,2,XGB,0.9262440172015876,0.9914512093411176,0.7906976744186046,0.8771893244370308
S4,GMR-Competitive,10,3,KNN,0.8348657024793389,0.9484987489574646,0.8181818181818182,0.8999165971643036
S4,GMR-Competitive,10,3,RF,0.8609597947332188,0.9692452043369475,0.9302325581395349,0.9522518765638032
S4,GMR-Competitive,10,3,LR,0.45014232425338163,0.5354462051709759,0.2018348623853211,0.5756880733944953
S4,GMR-Competitive,10,3,DT,0.6068181818181819,0.8544620517097582,0.7619047619047619,0.8544620517097581
S4,GMR-Competitive,10,3,XGB,0.8607593006337485,0.9713302752293579,0.8695652173913043,0.945371142618849
S4,GMR-Competitive,20,42,KNN,0.7783411033411034,0.906113537117904,0.8,0.8614529575228265
S4,GMR-Competitive,20,42,RF,0.8223665223665224,0.9890829694323143,0.7368421052631579,0.815998412068281
S4,GMR-Competitive,20,42,LR,0.3392647265707534,0.5466454942437475,0.11538461538461539,0.5827709408495434
S4,GMR-Competitive,20,42,DT,0.3090909090909091,0.720722508932116,0.5263157894736842,0.7207225089321159
S4,GMR-Competitive,20,42,XGB,0.8482730232730233,0.9900754267566495,0.7368421052631579,0.815998412068281
S4,GMR-Competitive,20,0,KNN,0.710619351408825,0.8997618102421597,0.6666666666666666,0.7705438666137356
S4,GMR-Competitive,20,0,RF,0.8080901744187748,0.980944819372767,0.7058823529411765,0.7727272727272727
S4,GMR-Competitive,20,0,LR,0.15866852602926512,0.4426359666534339,0.10638297872340426,0.556967050416832
S4,GMR-Competitive,20,0,DT,0.3844696969696969,0.7661770543866614,0.6,0.7661770543866613
S4,GMR-Competitive,20,0,XGB,0.8996326905417815,0.9936482731242556,0.7368421052631579,0.815998412068281
S4,GMR-Competitive,20,1,KNN,0.8266774891774891,0.9503771337832474,0.6666666666666666,0.7705438666137356
S4,GMR-Competitive,20,1,RF,0.8428793428793429,0.9908693926161175,0.631578947368421,0.7683604605001985
S4,GMR-Competitive,20,1,LR,0.21057962561661625,0.3326716951171099,0.0392156862745098,0.3965859468042874
S4,GMR-Competitive,20,1,DT,0.3928030303030303,0.6818181818181819,0.5333333333333333,0.6818181818181819
S4,GMR-Competitive,20,1,XGB,0.839170930080021,0.9886859865025804,0.5,0.6796347757046447
S4,GMR-Competitive,20,2,KNN,0.7888044887376437,0.9475982532751093,0.6666666666666666,0.7705438666137356
S4,GMR-Competitive,20,2,RF,0.7134888702472435,0.9352917824533546,0.7,0.813815005954744
S4,GMR-Competitive,20,2,LR,0.36643466716718476,0.5359269551409289,0.10416666666666667,0.5526002381897578
S4,GMR-Competitive,20,2,DT,0.4621212121212121,0.8116315998412067,0.6666666666666666,0.8116315998412068
S4,GMR-Competitive,20,2,XGB,0.801701195417773,0.9102818578801112,0.6666666666666666,0.8116315998412068
S4,GMR-Competitive,20,3,KNN,0.8095582447855174,0.9509726081778483,0.6666666666666666,0.7705438666137356
S4,GMR-Competitive,20,3,RF,0.8709575997125405,0.9910678840809846,0.7058823529411765,0.7727272727272727
S4,GMR-Competitive,20,3,LR,0.1284273323279244,0.3672092100039699,0.06521739130434782,0.46605795950774115
S4,GMR-Competitive,20,3,DT,0.5734848484848485,0.8159984120682809,0.7368421052631579,0.815998412068281
S4,GMR-Competitive,20,3,XGB,0.8926628926628928,0.9924573243350536,0.7368421052631579,0.815998412068281
S4,GMR-Competitive,50,42,KNN,0.29404761904761906,0.7804255319148936,0.3333333333333333,0.6
S4,GMR-Competitive,50,42,RF,0.4837719298245614,0.8672340425531915,0.5714285714285714,0.7
S4,GMR-Competitive,50,42,LR,0.06593035306901912,0.40936170212765965,0.04597701149425287,0.5297872340425531
S4,GMR-Competitive,50,42,DT,0.17250000000000004,0.6936170212765957,0.4,0.6936170212765957
S4,GMR-Competitive,50,42,XGB,0.447965367965368,0.9617021276595745,0.25,0.5957446808510638
S4,GMR-Competitive,50,0,KNN,0.5375000000000001,0.8880851063829787,0.5714285714285714,0.7
S4,GMR-Competitive,50,0,RF,0.44583333333333336,0.7646808510638299,0.5714285714285714,0.7
S4,GMR-Competitive,50,0,LR,0.21835825224849892,0.46808510638297873,0.04040404040404041,0.5042553191489362
S4,GMR-Competitive,50,0,DT,0.2791666666666667,0.6978723404255319,0.5,0.6978723404255319
S4,GMR-Competitive,50,0,XGB,0.5572294372294373,0.9234042553191489,0.5,0.6978723404255319
S4,GMR-Competitive,50,1,KNN,0.8666666666666667,0.9957446808510639,0.3333333333333333,0.6
S4,GMR-Competitive,50,1,RF,0.8583333333333332,0.9957446808510639,0.75,0.8
S4,GMR-Competitive,50,1,LR,0.4154888420415797,0.6110638297872341,0.041666666666666664,0.5106382978723405
S4,GMR-Competitive,50,1,DT,0.17250000000000004,0.6936170212765957,0.4,0.6936170212765957
S4,GMR-Competitive,50,1,XGB,0.7226190476190475,0.9931914893617021,0.6,0.7957446808510638
S4,GMR-Competitive,50,2,KNN,0.41250000000000003,0.6961702127659575,0.5714285714285714,0.7
S4,GMR-Competitive,50,2,RF,0.7375,0.8906382978723405,0.3333333333333333,0.6
S4,GMR-Competitive,50,2,LR,0.21686057743462386,0.4008510638297872,0.05194805194805195,0.5510638297872341
S4,GMR-Competitive,50,2,DT,0.8041666666666667,0.9,0.8888888888888888,0.9
S4,GMR-Competitive,50,2,XGB,0.9666666666666668,0.9991489361702127,0.5714285714285714,0.7
S4,GMR-Competitive,50,3,KNN,0.6268939393939394,0.8931914893617021,0.5714285714285714,0.7
S4,GMR-Competitive,50,3,RF,0.6987878787878787,0.9829787234042553,0.5714285714285714,0.7
S4,GMR-Competitive,50,3,LR,0.056266449375538444,0.5259574468085106,0.046511627906976744,0.5319148936170213
S4,GMR-Competitive,50,3,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-Competitive,50,3,XGB,0.6997979797979799,0.9893617021276596,0.5714285714285714,0.7
S5,GMR-Bidirectional,5,42,KNN,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,42,RF,1.0,1.0,0.96875,0.9696969696969697
S5,GMR-Bidirectional,5,42,LR,1.0,1.0,0.9850746268656716,0.9970059880239521
S5,GMR-Bidirectional,5,42,DT,0.8420918866080156,0.9334059154418437,0.90625,0.9334059154418436
S5,GMR-Bidirectional,5,42,XGB,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,0,KNN,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Bidirectional,5,0,RF,0.9999999999999998,1.0,0.9523809523809523,0.9545454545454546
S5,GMR-Bidirectional,5,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,0,DT,0.7917554858934169,0.9031028851388133,0.8709677419354839,0.9031028851388133
S5,GMR-Bidirectional,5,0,XGB,0.999108734402852,0.9998185447287244,0.96875,0.9696969696969697
S5,GMR-Bidirectional,5,1,KNN,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,1,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Bidirectional,5,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,1,DT,0.8169191919191919,0.9182544002903285,0.8888888888888888,0.9182544002903285
S5,GMR-Bidirectional,5,1,XGB,0.9999999999999999,1.0,1.0,1.0
S5,GMR-Bidirectional,5,2,KNN,0.9934479934479934,0.9992741789148976,0.9354838709677419,0.9393939393939394
S5,GMR-Bidirectional,5,2,RF,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Bidirectional,5,2,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,5,2,DT,0.8436568386568387,0.9698784249682454,0.9142857142857143,0.9698784249682453
S5,GMR-Bidirectional,5,2,XGB,1.0,0.9999999999999999,0.9846153846153847,0.9848484848484849
S5,GMR-Bidirectional,5,3,KNN,0.9967239967239967,0.9996370894574488,0.9523809523809523,0.9545454545454546
S5,GMR-Bidirectional,5,3,RF,1.0,0.9999999999999999,0.9180327868852459,0.9242424242424243
S5,GMR-Bidirectional,5,3,LR,1.0,1.0,0.9846153846153847,0.9848484848484849
S5,GMR-Bidirectional,5,3,DT,0.8164015151515152,0.9304119034657957,0.8923076923076924,0.9304119034657956
S5,GMR-Bidirectional,5,3,XGB,0.9948773448773449,0.9989112683723461,0.9354838709677419,0.9393939393939394
S5,GMR-Bidirectional,10,42,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,42,RF,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,42,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,10,42,DT,0.6102380952380952,0.9001831501831502,0.7692307692307693,0.9001831501831502
S5,GMR-Bidirectional,10,42,XGB,0.997076023391813,0.9996947496947497,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,0,KNN,0.9920634920634921,0.9995421245421245,0.9090909090909091,0.9166666666666667
S5,GMR-Bidirectional,10,0,RF,0.9970760233918129,0.9998473748473748,0.875,0.8888888888888888
S5,GMR-Bidirectional,10,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,10,0,DT,0.546604938271605,0.8473748473748474,0.7222222222222222,0.8473748473748474
S5,GMR-Bidirectional,10,0,XGB,0.9944444444444447,0.9993894993894994,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,10,1,KNN,0.9463580246913579,0.9719169719169719,0.875,0.8888888888888888
S5,GMR-Bidirectional,10,1,RF,1.0,0.9999999999999999,0.9090909090909091,0.9166666666666667
S5,GMR-Bidirectional,10,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,10,1,DT,0.6509259259259259,0.8556166056166057,0.7878787878787878,0.8556166056166057
S5,GMR-Bidirectional,10,1,XGB,1.0000000000000002,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-Bidirectional,10,2,KNN,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,2,RF,1.0,1.0,0.8387096774193549,0.8611111111111112
S5,GMR-Bidirectional,10,2,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,2,DT,0.745925925925926,0.8861416361416361,0.8484848484848485,0.8861416361416361
S5,GMR-Bidirectional,10,2,XGB,0.9944444444444445,0.9993894993894993,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,10,3,KNN,0.9494444444444444,0.9720695970695971,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,3,RF,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,10,3,LR,1.0,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,10,3,DT,0.7585380116959064,0.9362026862026861,0.8648648648648649,0.9362026862026862
S5,GMR-Bidirectional,10,3,XGB,1.0000000000000002,1.0,0.9714285714285714,0.9722222222222222
S5,GMR-Bidirectional,20,42,KNN,0.8938888888888888,0.9444444444444444,0.875,0.8888888888888888
S5,GMR-Bidirectional,20,42,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-Bidirectional,20,42,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,42,DT,0.6816666666666666,0.8333333333333333,0.8,0.8333333333333333
S5,GMR-Bidirectional,20,42,XGB,1.0000000000000002,1.0,0.875,0.8888888888888888
S5,GMR-Bidirectional,20,0,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,20,0,RF,1.0,1.0,0.8,0.8333333333333333
S5,GMR-Bidirectional,20,0,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,0,DT,0.5544444444444444,0.8810354857475277,0.7368421052631579,0.8810354857475277
S5,GMR-Bidirectional,20,0,XGB,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,20,1,KNN,1.0,1.0,0.9411764705882353,0.9444444444444444
S5,GMR-Bidirectional,20,1,RF,1.0,1.0,0.875,0.8888888888888888
S5,GMR-Bidirectional,20,1,LR,1.0,1.0,1.0,1.0
S5,GMR-Bidirectional,20,1,DT,0.6514646464646464,0.9365910413030832,0.8,0.9365910413030831
S5,GMR-Bidirectional,20,1,XGB,1.0000000000000002,1.0,0.9411764705882353,0.9444444444444444
